patentid,assignee_name_current
US6197989B1,General Electric Co
US6197989B1,Osi Specialties Holding Co
US6598195B1,General Electric Co
US5321951A,General Electric Co
US2259066A,General Electric Co
US2815472A,General Electric Co
US2449572A,General Electric Co
US2380996A,General Electric Co
US2110015A,General Electric Co
US2714310A,General Electric Co
US2332900A,General Electric Co
US2427712A,General Electric Co
US6084411A,General Electric Co
US2500752A,General Electric Co
US2628178A,General Electric Co
US3253176A,General Electric Co
US3510844A,General Electric Co
US3142003A,General Electric Co
US3134950A,General Electric Co
US2985575A,General Electric Co Ltd
US3634177A,General Electric Co
US3467931A,General Electric Co
US3412767A,General Electric Co
US3402805A,General Electric Capital Corp
US3402805A,Spellman Hydraveyor Inc
US3377848A,General Electric Co
US3365535A,General Electric Co
US3573460A,General Electric Co
US3432721A,General Electric Co
US3351192A,General Electric Co
US4724678A,General Electric Co
US6414458B1,General Electric Co
US6548465B2,General Electric Co
US4254619A,General Electric Co
US5350279A,General Electric Co
US7423411B2,General Electric Co
US5233828A,General Electric Co
US3863111A,General Electric Co
US6347520B1,General Electric Co
US4090116A,General Electric Co
US4815023A,General Electric Co
US4815023A,Rca Corp
US6036441A,General Electric Co
US7555092B2,General Electric Co
US5694767A,General Electric Co
US4305901A,National Gypsum Properties Llc
US3783437A,General Electric Co
US6784585B2,General Electric Co
US5492446A,General Electric Co
US4313043A,General Electric Co
US5435127A,General Electric Co
US7966802B2,General Electric Co
US4145708A,General Electric Co
US7605483B2,General Electric Co
US4236404A,General Electric Co
US4052623A,General Electric Co
US4475072A,General Electric Co
US8961119B2,General Electric Co
US4132240A,General Electric Co
US7020868B2,General Electric Co
US6152546A,Ge Global Sourcing Llc
US5975850A,General Electric Co
US6198080B1,General Electric Co
US6007150A,Milsco Manufacturing Co
US5613367A,General Electric Co
US7308074B2,General Electric Co
US7308074B2,Ge Medical Systems Global Technology Co Llc
US6073582A,Woodstream Corp
US5489701A,General Electric Co
US5532663A,General Electric Co
US3978713A,General Electric Co
US5725355A,General Electric Co
US5711058A,General Electric Co
US6457942B1,General Electric Co
US4139385A,General Electric Co
US5191013A,General Electric Co
US7847309B2,General Electric Co
US6826500B2,General Electric Co
US4359250A,General Electric Co
US5237271A,General Electric Co
US4640967A,General Electric Co
US5747769A,General Electric Co
US8739733B2,Woodstream Corp
US5259730A,General Electric Co
US5488220A,Exopack-Technology Llc
US9358505B2,Bl Technologies Inc
US6398488B1,General Electric Co
US6326585B1,General Electric Co
US5760272A,General Electric Co
US7493753B2,General Electric Co
US4559044A,Kendall Mcgraw Laboratories Inc
US4559044A,General Electric Capital Corp
US7138479B2,Sabic Global Technologies Bv
US7037746B1,General Electric Co
US4642536A,General Electric Co
US5293070A,Fairchild Semiconductor Corp
US5293070A,General Electric Co
US7606347B2,General Electric Co
US6779977B2,General Electric Co
US5333995A,General Electric Co
US3739208A,General Electric Co
US6333622B1,General Electric Co
US6530744B2,General Electric Co
US5580915A,General Electric Co
US4461854A,General Electric Co
US4301445A,General Electric Co
US5232469A,Diamond Innovations Inc
US5232469A,Ge Superabrasives Inc
US4081956A,General Electric Co
US5237737A,General Electric Co
US7363707B2,General Electric Co
US6538862B1,General Electric Co
US3889100A,General Electric Co
US6959535B2,General Electric Co
US8087184B2,"Haier Us Appliance Solutions, Inc."
US6058218A,General Electric Co
US3996510A,General Electric Co
US6690005B2,General Electric Co
US6690005B2,Morpho Detection Llc
US6690005B2,Rapiscan Systems Inc
US4350930A,General Electric Co
US4294788A,General Electric Co
US7293961B2,General Electric Co
US6420512B1,Sabic Global Technologies Bv
US6992483B1,General Electric Co
US6992483B1,Ge Medical Systems Global Technology Co Llc
US5772560A,Icon Health And Fitness Inc
US5804743A,General Electric Co
US7066470B2,General Electric Co
US5058881A,Icon Ip Inc
US5058881A,Weslo Inc
US5723920A,General Electric Co
US8644961B2,General Electric Co
US6277075B1,General Electric Co
US6277075B1,Ge Medical Systems Global Technology Co Llc
US4351448A,Sandvik Rock Tools Inc
US5093124A,Safer Inc
US7568882B2,General Electric Co
US6135111A,General Electric Co
US5388962A,General Electric Co
US7911215B2,Seale Michael L
US7911215B2,Unsqare Llc
US7717673B2,General Electric Co
US6836939B2,Safran Ceramics Sa
US5851105A,General Electric Co
US4247249A,General Electric Co
US7510376B2,General Electric Co
US6110302A,General Electric Co
US4324082A,Phillips Manufacturing Co
US6796709B2,General Electric Co
US5510632A,General Electric Co
US6507049B1,General Electric Co
US4742346A,General Electric Co
US5990188A,General Electric Co
US7457688B2,General Electric Co
US5646987A,At&T Ipm Corp
US5646987A,General Electric Capital Corp
US5646987A,Nokia Of America Corp
US5104647A,General Electric Co
US4285194A,General Electric Co
US5172396A,Ericsson Inc
US5172396A,General Electric Co
US6524070B1,General Electric Co
US4438519A,General Electric Co
US8180544B2,Vtvx Holdings Ii Llc
US8180544B2,Ge Global Sourcing Llc
US5164872A,General Electric Co
US8523515B2,General Electric Co
US5846050A,General Electric Co
US6769879B1,General Electric Co
US6171058B1,General Electric Co
US2625013A,General Electric Co
US3780323A,General Electric Co
US7920921B2,Intrapace Inc
US4137949A,General Electric Co
US6217286B1,General Electric Co
US5392043A,General Electric Co
US6694602B2,General Electric Co
US4288631A,General Electric Co
US7464553B2,General Electric Co
US6253115B1,General Electric Co
US2671363A,General Electric Co
US2710290A,General Electric Co
US2885581A,General Electric Co
US2856142A,General Electric Co
US6232857B1,General Electric Co
US3961098A,General Electric Co
US8209986B2,General Electric Co
US8186963B2,General Electric Co
US6112535A,General Electric Co
US4400226A,General Electric Co
US6079945A,General Electric Co
US8228695B2,General Electric Co
US6690841B2,General Electric Co
US5249892A,Tco Funding Corp
US5249892A,Geotechnical Reinforcement Co Inc
US5390112A,General Electric Co
US5464322A,General Electric Co
US6323304B1,Sabic Innovative Plastics Ip Bv
US5400255A,General Electric Co
US8491260B2,General Electric Co
US4031274A,General Electric Co
US3879941A,General Electric Co
US6167394A,General Electric Co
US5188581A,Ranpak Corp
US5362900A,Sulzer Canada Inc
US5362900A,General Electric Co
US7578653B2,General Electric Co
US5108093A,Icon Ip Inc
US8639480B2,General Electric Co
US6850869B2,Ge Global Sourcing Llc
US4101834A,General Electric Co
US8093737B2,General Electric Co
US3781506A,General Electric Co
US6643799B1,General Electric Co
US5683928A,General Electric Co
US6298113B1,General Electric Co
US2569345A,General Electric Co
US4709877A,Mbda Uk Ltd
US6122015A,Nbcuniversal Media Llc
US5649280A,General Electric Co
US7360437B2,General Electric Co
US6142665A,Ansaldo Energia Ip Uk Ltd
US4291355A,General Electric Co
US6634863B1,General Electric Co
US9838802B1,Us Government
US9838802B1,Us Secretary Of Navy
US4375276A,General Electric Co
US8936441B2,General Electric Co
US4480750A,Hilex Poly Co Llc
US4148494A,General Electric Co
US3937979A,Us Secretary Of Navy
US6374158B1,General Electric Co
US4487811A,Insulating Materials Inc
US3929704A,General Electric Co
US9726043B2,General Electric Co
US4849027A,General Electric Capital Corp
US3849025A,General Electric Co
US6126889A,General Electric Co
US6635378B1,General Electric Co
US7525554B2,General Electric Co
US6231231B1,General Electric Co
US6333990B1,General Electric Co
US6388687B1,General Electric Co
US7998303B2,General Electric Co
US4010531A,General Electric Co
US5921500A,General Electric Co
US7908036B2,General Electric Co
US7821720B2,General Electric Co
US7594800B2,General Electric Co
US4532054A,General Electric Co
US5091666A,General Electric Co
US7908072B2,General Electric Co
US5658852A,General Electric Co
US6678143B2,Ge Specialty Materials Japan Co Ltd
US6678143B2,General Electric Co
US5039014A,General Electric Co
US5466848A,General Electric Co
US7613274B2,General Electric Co
US6126741A,Diamond Innovations Inc
US6126741A,Ge Superabrasives Inc
US4783718A,General Electric Co
US5166264A,Sabic Innovative Plastics Ip Bv
US4745315A,General Electric Co
US9687819B2,General Electric Co
US4412142A,Intersil Corp
US4412142A,General Electric Co
US5084596A,Lamson & Sessions Co An Oh Corp
US5084596A,Lamson And Sessions Co
US5661378A,General Electric Co
US4080559A,General Electric Co
US6325546B1,General Electric Co
US4481364A,General Electric Co
US8291557B2,General Electric Co
US6273678B1,General Electric Co
US6186962B1,Alere Inc
US6186962B1,Alere Medical Inc
US6464128B1,General Electric Co
US3660170A,Gates Energy Products Inc
US5266236A,Diamond Innovations Inc
US5266236A,Ge Superabrasives Inc
US6676369B2,General Electric Co
US5669382A,General Electric Co
US6030175A,General Electric Co
US6830540B2,Icon Health And Fitness Inc
US3980082A,General Electric Capital Corp
US3622754A,General Electric Co
US6537636B1,Sabic Innovative Plastics Ip Bv
US6353653B1,General Electric Co
US8051710B2,General Electric Co
US7694406B2,General Electric Co
US6046156A,General Electric Co
US6227798B1,General Electric Co
US5392716A,General Electric Co
US6027306A,General Electric Co
US4296329A,General Electric Co
US4925129A,Mbda Uk Ltd
US3816725A,General Electric Co
US7940974B2,General Electric Co
US3969723A,General Electric Co
US3632983A,General Electric Co
US7065179B2,General Electric Co
US7065179B2,Ge Medical Systems Global Technology Co Llc
US6896475B2,General Electric Co
US4300126A,General Electric Co
US7256228B2,Sabic Global Technologies Bv
US8378623B2,General Electric Co
US4056050A,General Electric Co
US6910864B2,General Electric Co
US5975852A,General Electric Co
US6734262B2,Sabic Global Technologies Bv
US6556720B1,General Electric Co
US6556720B1,Ge Medical Systems Global Technology Co Llc
US7093423B2,General Electric Co
US6376064B1,Sabic Innovative Plastics Ip Bv
US7960576B2,General Electric Co
US7960576B2,Momentive Performance Materials Inc
US7052953B2,Conversant Intellectual Property Management Inc
US7052953B2,General Electric Co
US7621133B2,General Electric Co
US5981088A,General Electric Co
US5549533A,Icon Ip Inc
US6570497B2,Ge Global Sourcing Llc
US4967304A,General Electric Co
US5580924A,Sabic Innovative Plastics Ip Bv
US6879055B2,General Electric Co
US5293574A,General Electric Co
US3989102A,General Electric Co
US6181765B1,General Electric Co
US6040226A,General Electric Co
US4409532A,General Electric Co
US6990176B2,General Electric Co
US6990176B2,Ge Medical Systems Global Technology Co Llc
US8884182B2,General Electric Co
US7715958B2,General Electric Co
US6802221B2,Ge Global Sourcing Llc
US6368651B1,Pharmacia Llc
US6368651B1,Bank Of America Na
US7251306B2,General Electric Co
US7251306B2,University Of Notre Dame
US7251306B2,Purdue Research Foundation
US7056849B2,General Electric Co
US3253731A,General Electric Co
US5191642A,Intel Corp
US5379588A,General Electric Co
US7332724B2,Ge Medical Systems Israel Ltd
US7332724B2,General Electric Co
US6956188B2,"Haier Us Appliance Solutions, Inc."
US2424443A,General Electric Co
US6564190B1,Ge Capital Corp
US6564190B1,Ge Capital Us Holdings Inc
US5602214A,General Electric Co
US2464568A,General Electric Co
US2422465A,General Electric Co
US2489920A,General Electric Co
US2762022A,General Electric Co
US2594838A,General Electric Co
US2826471A,General Electric Co
US2685429A,General Electric Co
US1949251A,General Electric Co
US2776472A,General Electric Co
US2057613A,General Electric Co
US2985545A,General Electric Co
US3000000A,General Electric Co
US3151260A,General Electric Co
US7322921B2,Transcontinental Us Llc
US7573398B2,General Electric Co
US3357850A,General Electric Co
US3179262A,General Electric Co
US3274443A,General Electric Co
US3233622A,General Electric Co
US7163194B2,Ge Global Sourcing Llc
US3249725A,General Electric Co
US3275358A,General Electric Co
US3243592A,General Electric Co
US5669095A,General Electric Co
US3047763A,General Electric Co
US6947522B2,General Electric Co
US7976275B2,General Electric Co
US4910972A,General Electric Co
US5269133A,General Electric Co
US7151872B1,General Electric Co
US5414057A,Sabic Innovative Plastics Ip Bv
US7895018B2,General Electric Co
US6766572B2,General Electric Co
US3659229A,General Electric Co
US8992641B2,Air Products And Chemicals Inc
US7415826B2,General Electric Co
US5291169A,General Electric Co
US7166243B2,Sabic Innovative Plastics Ip Bv
US5516204A,General Electric Co
US5343498A,Ericsson Inc
US5343498A,Optis Wireless Technology Llc
US6793360B2,Cambridge International Inc
US4098846A,General Electric Co
US5736858A,General Electric Co
US5258455A,Sabic Innovative Plastics Ip Bv
US6005219A,General Electric Co
US6722852B1,General Electric Co
US6660787B2,Sabic Global Technologies Bv
US8083488B2,General Electric Co
US4145308A,General Electric Co
US3740600A,General Electric Co
US7145986B2,General Electric Co
US6629368B2,Ansaldo Energia Ip Uk Ltd
US5358326A,General Electric Co
US5586156A,Us Department Of Energy
US6009118A,General Electric Co
US3420502A,General Electric Co
US4135246A,General Electric Co
US6082961A,Ansaldo Energia Ip Uk Ltd
US4073773A,General Electric Co
US4148842A,General Electric Co
US8029982B2,Alere San Diego Inc
US8029982B2,Lilly Research Laboratories
US6075111A,General Electric Co
US7092481B2,General Electric Co
US4473537A,General Electric Co
US4465970A,Atos Origin It Services Inc
US4465970A,General Electric Co
US8126628B2,General Electric Co
US9120494B2,Ge Global Sourcing Llc
US4226950A,General Electric Co
US6706846B2,Sabic Global Technologies Bv
US7233640B2,General Electric Co
US7233640B2,Ge Medical Systems Global Technology Co Llc
US6920762B2,General Electric Co
US7310405B2,General Electric Co
US7795351B2,Ips Corp
US6860716B2,General Electric Co
US7297381B2,Sabic Global Technologies Bv
US8503750B2,General Electric Co
US8188846B2,Ge Global Sourcing Llc
US5288210A,General Electric Co
US6028883A,General Electric Co
US7707847B2,"Haier Us Appliance Solutions, Inc."
US3764280A,General Electric Co
US4383003A,General Electric Co
US3963933A,General Electric Co
US5461284A,General Electric Co
US7653263B2,General Electric Co
US5608766A,General Electric Co
US6761035B1,General Electric Co
US3664116A,Rca Licensing Corp
US6387487B1,General Electric Co
US7821749B2,General Electric Co
US7470114B2,General Electric Co
US5923168A,General Electric Co
US5357022A,Sabic Innovative Plastics Ip Bv
US8600123B2,General Electric Co
US6991907B1,Biosite Inc
US3786219A,General Electric Co
US7909335B2,General Electric Co
US4045738A,Amespace Inc
US4045738A,Ametek Aerospace Products Inc
US7523001B2,General Electric Co
US7277230B2,Sabic Global Technologies Bv
US4341842A,General Electric Co
US3888601A,General Electric Co
US5722922A,Icon Ip Inc
US4486679A,General Electric Co
US5434482A,General Electric Co
US4435936A,Phillips Manufacturing Co
US8591189B2,General Electric Co
