patentid,issuing_country
US7891165B2,United States of America
US5941075A,United States of America
US6676373B2,United States of America
US4227261A,United States of America
US6967757B1,United States of America
US7770458B2,United States of America
US6536109B2,United States of America
US8877400B2,United States of America
US6716275B1,United States of America
US3963213A,United States of America
US8141371B1,United States of America
US6820469B1,United States of America
US5871177A,United States of America
US6881029B2,United States of America
US7412819B2,United States of America
US7371050B2,United States of America
US7101173B2,United States of America
US7500299B2,United States of America
US3774710A,United States of America
US4319519A,United States of America
US7011599B2,United States of America
US6872003B2,United States of America
US7237378B2,United States of America
US7309209B2,United States of America
US6666645B1,United States of America
US7008522B2,United States of America
US6082967A,United States of America
US7491031B2,United States of America
US7120975B2,United States of America
